ind1_ano,ind2_ano,species,group_num,group,year,groupyear,kin,obs_hours,grooming,aggression,association2,association.total,coalition,sharing,sex1,sex2,population,demo1,demo2
i022,i006,chimp,7,North,2018,North__2018,0,417.45,6180,6,1694,3523,0,3,M,F,4,FALSE,TRUE
i035,i006,chimp,7,North,2018,North__2018,0,386.433333333333,1500,0,1573,3322,0,0,F,F,4,FALSE,FALSE
i055,i006,chimp,7,North,2018,North__2018,0,252.483333333333,240,0,1259,3117,0,1,F,F,4,FALSE,FALSE
i107,i006,chimp,7,North,2018,North__2018,0,387.3,4260,1,1530,3301,0,0,F,F,4,FALSE,TRUE
i073,i006,chimp,7,North,2018,North__2018,1,323.45,5700,3,1375,3125,0,1,M,F,4,FALSE,TRUE
i027,i006,chimp,7,North,2018,North__2018,0,252.466666666667,1200,1,1277,3018,1,0,F,F,4,FALSE,TRUE
i076,i006,chimp,7,North,2018,North__2018,0,289.516666666667,600,12,1503,3350,0,2,M,F,4,FALSE,TRUE
i135,i006,chimp,7,North,2018,North__2018,0,278.466666666667,540,4,1502,2953,0,0,F,F,4,FALSE,FALSE
i129,i006,chimp,7,North,2018,North__2018,0,331.843333333333,2144,3,1718,3247,0,2,F,F,4,FALSE,FALSE
i022,i030,chimp,7,North,2018,North__2018,0,436.566666666667,6180,18,1570,3436,1,3,M,F,4,TRUE,FALSE
i035,i030,chimp,7,North,2018,North__2018,0,405.55,780,1,1452,3232,0,0,F,F,4,TRUE,FALSE
i055,i030,chimp,7,North,2018,North__2018,0,271.6,0,0,1209,2956,0,0,F,F,4,FALSE,FALSE
i107,i030,chimp,7,North,2018,North__2018,0,406.416666666667,2040,0,1406,3214,1,0,F,F,4,FALSE,FALSE
i073,i030,chimp,7,North,2018,North__2018,1,342.566666666667,4020,4,1410,2879,0,2,M,F,4,TRUE,FALSE
i027,i030,chimp,7,North,2018,North__2018,0,271.583333333333,660,0,1239,2845,1,0,F,F,4,FALSE,FALSE
i076,i030,chimp,7,North,2018,North__2018,0,308.633333333333,2160,6,1449,3193,0,0,M,F,4,FALSE,FALSE
i135,i030,chimp,7,North,2018,North__2018,0,297.583333333333,360,3,1456,2788,0,0,F,F,4,TRUE,FALSE
i129,i030,chimp,7,North,2018,North__2018,0,350.96,329,3,1573,3181,0,0,F,F,4,FALSE,FALSE
i035,i022,chimp,7,North,2018,North__2018,0,498.983333333333,8220,18,1775,3313,1,2,F,M,4,TRUE,FALSE
i055,i022,chimp,7,North,2018,North__2018,0,365.033333333333,1080,11,1299,3270,0,0,F,M,4,FALSE,FALSE
i107,i022,chimp,7,North,2018,North__2018,0,499.85,4800,13,1463,3561,0,1,F,M,4,FALSE,TRUE
i073,i022,chimp,7,North,2018,North__2018,0,436,10320,41,1555,3138,3,4,M,M,4,TRUE,TRUE
i027,i022,chimp,7,North,2018,North__2018,0,365.016666666667,6480,7,1296,3192,2,0,F,M,4,FALSE,TRUE
i076,i022,chimp,7,North,2018,North__2018,0,402.066666666667,22440,21,1799,3247,0,1,M,M,4,FALSE,TRUE
i135,i022,chimp,7,North,2018,North__2018,0,391.016666666667,5220,7,1409,3239,0,1,F,M,4,TRUE,FALSE
i129,i022,chimp,7,North,2018,North__2018,0,444.393333333333,1282,20,1876,3282,0,0,F,M,4,FALSE,FALSE
i055,i035,chimp,7,North,2018,North__2018,0,334.016666666667,2700,1,1120,3127,0,0,F,F,4,FALSE,FALSE
i107,i035,chimp,7,North,2018,North__2018,0,468.833333333333,2700,0,1405,3297,0,0,F,F,4,FALSE,FALSE
i073,i035,chimp,7,North,2018,North__2018,0,404.983333333333,1560,5,1292,3079,0,0,M,F,4,TRUE,FALSE
i027,i035,chimp,7,North,2018,North__2018,0,334,1560,1,1222,2944,1,0,F,F,4,FALSE,FALSE
i076,i035,chimp,7,North,2018,North__2018,0,371.05,900,8,1537,3187,0,1,M,F,4,FALSE,FALSE
i135,i035,chimp,7,North,2018,North__2018,0,360,1980,1,1378,2948,0,2,F,F,4,TRUE,FALSE
i129,i035,chimp,7,North,2018,North__2018,0,413.376666666667,1047,0,1690,3146,0,0,F,F,4,FALSE,FALSE
i107,i055,chimp,7,North,2018,North__2018,1,334.883333333333,4860,0,1595,2588,1,1,F,F,4,FALSE,FALSE
i073,i055,chimp,7,North,2018,North__2018,0,271.033333333333,4440,4,1082,2770,0,0,M,F,4,FALSE,FALSE
i027,i055,chimp,7,North,2018,North__2018,0,200.05,60,0,979,2668,0,0,F,F,4,FALSE,FALSE
i076,i055,chimp,7,North,2018,North__2018,0,237.1,660,8,1117,3088,0,0,M,F,4,FALSE,FALSE
i135,i055,chimp,7,North,2018,North__2018,0,226.05,960,0,1028,2779,1,0,F,F,4,FALSE,FALSE
i129,i055,chimp,7,North,2018,North__2018,0,279.426666666667,2760,1,1242,3075,0,0,F,F,4,FALSE,FALSE
i073,i107,chimp,7,North,2018,North__2018,0,405.85,3660,13,1140,3167,1,1,M,F,4,FALSE,TRUE
i027,i107,chimp,7,North,2018,North__2018,0,334.866666666667,2580,0,1196,2906,0,0,F,F,4,FALSE,TRUE
i076,i107,chimp,7,North,2018,North__2018,0,371.916666666667,3360,16,1349,3311,0,0,M,F,4,FALSE,TRUE
i135,i107,chimp,7,North,2018,North__2018,0,360.866666666667,4320,1,1275,2987,1,2,F,F,4,FALSE,FALSE
i129,i107,chimp,7,North,2018,North__2018,0,414.243333333333,2588,1,1427,3345,0,0,F,F,4,FALSE,FALSE
i027,i073,chimp,7,North,2018,North__2018,0,271.016666666667,1320,4,988,2783,1,2,F,M,4,FALSE,TRUE
i076,i073,chimp,7,North,2018,North__2018,0,308.066666666667,7020,3,1434,2895,1,1,M,M,4,FALSE,TRUE
i135,i073,chimp,7,North,2018,North__2018,0,297.016666666667,9240,12,1209,2722,0,4,F,M,4,TRUE,FALSE
i129,i073,chimp,7,North,2018,North__2018,0,350.393333333333,5807,3,1460,2981,0,0,F,M,4,FALSE,FALSE
i076,i027,chimp,7,North,2018,North__2018,1,237.083333333333,4860,1,1207,2917,0,1,M,F,4,FALSE,TRUE
i135,i027,chimp,7,North,2018,North__2018,0,226.033333333333,2400,0,1058,2668,0,1,F,F,4,FALSE,FALSE
i129,i027,chimp,7,North,2018,North__2018,0,279.41,485,2,1228,3008,0,0,F,F,4,FALSE,FALSE
i135,i076,chimp,7,North,2018,North__2018,0,263.083333333333,2460,11,1223,3061,0,1,F,M,4,FALSE,FALSE
i129,i076,chimp,7,North,2018,North__2018,0,316.46,7001,3,1630,3164,0,0,F,M,4,FALSE,FALSE
i129,i135,chimp,7,North,2018,North__2018,0,305.41,1443,6,1412,2984,0,0,F,F,4,FALSE,FALSE
i116,i093,chimp,6,East,2016,East__2016,0,250.783333333333,300,0,579,2523,0,0,F,F,4,FALSE,FALSE
i050,i093,chimp,6,East,2016,East__2016,0,364.833333333333,2640,1,602,3011,1,4,M,F,4,FALSE,FALSE
i088,i093,chimp,6,East,2016,East__2016,0,211.233333333333,0,0,424,2310,0,0,F,F,4,FALSE,FALSE
i124,i093,chimp,6,East,2016,East__2016,0,240.8,180,0,504,2279,0,0,F,F,4,FALSE,FALSE
i103,i093,chimp,6,East,2016,East__2016,0,376.983333333333,8100,1,596,3185,1,1,M,F,4,FALSE,FALSE
i125,i093,chimp,6,East,2016,East__2016,0,359.7,3480,2,673,2994,0,3,M,F,4,FALSE,FALSE
i049,i093,chimp,6,East,2016,East__2016,0,268.766666666667,420,0,482,2289,0,1,F,F,4,FALSE,FALSE
i112,i093,chimp,6,East,2016,East__2016,0,360.833333333333,1500,0,486,2873,0,0,M,F,4,FALSE,FALSE
i065,i093,chimp,6,East,2016,East__2016,0,258.166666666667,600,0,712,2758,0,0,F,F,4,FALSE,FALSE
i047,i093,chimp,6,East,2016,East__2016,0,290.65,3480,0,634,2274,1,0,F,F,4,FALSE,FALSE
i077,i093,chimp,6,East,2016,East__2016,0,291.983333333333,720,0,479,2613,0,0,M,F,4,FALSE,FALSE
i115,i093,chimp,6,East,2016,East__2016,0,232.066666666667,1260,0,558,2171,0,0,F,F,4,FALSE,FALSE
i056,i093,chimp,6,East,2016,East__2016,0,201.166666666667,960,0,658,2109,2,2,F,F,4,FALSE,FALSE
i100,i093,chimp,6,East,2016,East__2016,0,134.283333333333,0,0,579,2451,0,0,M,F,4,FALSE,FALSE
i050,i116,chimp,6,East,2016,East__2016,0,347.05,3600,1,1287,3274,1,6,M,F,4,FALSE,FALSE
i088,i116,chimp,6,East,2016,East__2016,0,193.45,0,0,1010,2672,0,2,F,F,4,FALSE,FALSE
i124,i116,chimp,6,East,2016,East__2016,0,223.016666666667,480,1,973,2758,0,3,F,F,4,FALSE,FALSE
i103,i116,chimp,6,East,2016,East__2016,0,359.2,1620,3,1280,3449,0,2,M,F,4,FALSE,FALSE
i125,i116,chimp,6,East,2016,East__2016,0,341.916666666667,1320,8,1357,3258,1,7,M,F,4,FALSE,TRUE
i049,i116,chimp,6,East,2016,East__2016,0,250.983333333333,660,1,993,2726,0,1,F,F,4,FALSE,TRUE
i112,i116,chimp,6,East,2016,East__2016,0,343.05,6720,5,1129,3178,0,2,M,F,4,FALSE,TRUE
i065,i116,chimp,6,East,2016,East__2016,0,240.383333333333,120,0,1640,2778,0,3,F,F,4,FALSE,FALSE
i047,i116,chimp,6,East,2016,East__2016,0,272.866666666667,300,0,916,2940,0,1,F,F,4,FALSE,FALSE
i077,i116,chimp,6,East,2016,East__2016,0,274.2,3480,4,1287,2753,0,2,M,F,4,FALSE,TRUE
i115,i116,chimp,6,East,2016,East__2016,0,214.283333333333,0,1,944,2733,0,1,F,F,4,FALSE,TRUE
i056,i116,chimp,6,East,2016,East__2016,0,183.383333333333,180,0,1025,2690,0,1,F,F,4,FALSE,TRUE
i100,i116,chimp,6,East,2016,East__2016,0,116.5,0,1,1129,2849,0,0,M,F,4,FALSE,TRUE
i088,i050,chimp,6,East,2016,East__2016,0,307.5,2700,2,1046,3147,1,5,F,M,4,FALSE,FALSE
i124,i050,chimp,6,East,2016,East__2016,0,337.066666666667,600,2,1006,3236,0,4,F,M,4,FALSE,FALSE
i103,i050,chimp,6,East,2016,East__2016,0,473.25,40800,3,1959,3281,5,8,M,M,4,FALSE,FALSE
i125,i050,chimp,6,East,2016,East__2016,0,455.966666666667,14700,9,1746,3380,5,13,M,M,4,TRUE,FALSE
i049,i050,chimp,6,East,2016,East__2016,0,365.033333333333,2220,1,1009,3221,0,1,F,M,4,TRUE,FALSE
i112,i050,chimp,6,East,2016,East__2016,0,457.1,3540,7,1433,3385,6,7,M,M,4,TRUE,FALSE
i065,i050,chimp,6,East,2016,East__2016,0,354.433333333333,2460,13,1537,3392,4,2,F,M,4,FALSE,FALSE
i047,i050,chimp,6,East,2016,East__2016,0,386.916666666667,7920,1,1118,3249,0,7,F,M,4,FALSE,FALSE
i077,i050,chimp,6,East,2016,East__2016,0,388.25,4020,7,1478,3073,2,8,M,M,4,TRUE,FALSE
i115,i050,chimp,6,East,2016,East__2016,0,328.333333333333,2940,4,996,3192,0,1,F,M,4,FALSE,FALSE
i056,i050,chimp,6,East,2016,East__2016,0,297.433333333333,3780,1,1048,3178,0,2,F,M,4,FALSE,FALSE
i100,i050,chimp,6,East,2016,East__2016,0,230.55,60,1,1233,3256,0,0,M,M,4,FALSE,FALSE
i124,i088,chimp,6,East,2016,East__2016,0,183.466666666667,0,1,881,2482,0,0,F,F,4,FALSE,FALSE
i103,i088,chimp,6,East,2016,East__2016,0,319.65,1800,0,1064,3297,0,1,M,F,4,FALSE,FALSE
i125,i088,chimp,6,East,2016,East__2016,0,302.366666666667,60,0,1157,3090,0,2,M,F,4,FALSE,FALSE
i049,i088,chimp,6,East,2016,East__2016,0,211.433333333333,2280,0,919,2432,0,0,F,F,4,FALSE,FALSE
i112,i088,chimp,6,East,2016,East__2016,0,303.5,2760,3,975,2964,0,1,M,F,4,FALSE,FALSE
i065,i088,chimp,6,East,2016,East__2016,0,200.833333333333,180,1,1222,2828,0,0,F,F,4,FALSE,FALSE
i047,i088,chimp,6,East,2016,East__2016,0,233.316666666667,180,0,851,2637,0,1,F,F,4,FALSE,FALSE
i077,i088,chimp,6,East,2016,East__2016,0,234.65,660,4,894,2778,0,0,M,F,4,FALSE,FALSE
i115,i088,chimp,6,East,2016,East__2016,0,174.733333333333,600,0,821,2488,0,0,F,F,4,FALSE,FALSE
i056,i088,chimp,6,East,2016,East__2016,0,143.833333333333,0,0,850,2497,1,1,F,F,4,FALSE,FALSE
i100,i088,chimp,6,East,2016,East__2016,0,76.95,0,1,959,2651,0,0,M,F,4,FALSE,FALSE
i103,i124,chimp,6,East,2016,East__2016,0,349.216666666667,0,2,1042,3368,0,0,M,F,4,FALSE,FALSE
i125,i124,chimp,6,East,2016,East__2016,0,331.933333333333,3960,1,1169,3127,0,4,M,F,4,FALSE,FALSE
i049,i124,chimp,6,East,2016,East__2016,0,241,0,0,837,2563,0,0,F,F,4,FALSE,FALSE
i112,i124,chimp,6,East,2016,East__2016,0,333.066666666667,840,3,1001,2987,0,3,M,F,4,FALSE,FALSE
i065,i124,chimp,6,East,2016,East__2016,0,230.4,960,1,1161,2938,0,0,F,F,4,FALSE,FALSE
i047,i124,chimp,6,East,2016,East__2016,0,262.883333333333,60,1,817,2720,0,0,F,F,4,FALSE,FALSE
i077,i124,chimp,6,East,2016,East__2016,0,264.216666666667,540,1,899,2822,0,1,M,F,4,FALSE,FALSE
i115,i124,chimp,6,East,2016,East__2016,0,204.3,0,0,811,2547,0,0,F,F,4,FALSE,FALSE
i056,i124,chimp,6,East,2016,East__2016,0,173.4,0,0,866,2530,0,0,F,F,4,FALSE,FALSE
i100,i124,chimp,6,East,2016,East__2016,1,106.516666666667,1860,0,1646,2013,0,4,M,F,4,FALSE,FALSE
i125,i103,chimp,6,East,2016,East__2016,0,468.116666666667,14160,7,1822,3472,2,0,M,M,4,FALSE,FALSE
i049,i103,chimp,6,East,2016,East__2016,0,377.183333333333,1620,0,950,3448,0,0,F,M,4,FALSE,FALSE
i112,i103,chimp,6,East,2016,East__2016,0,469.25,16560,8,1749,3237,5,6,M,M,4,FALSE,FALSE
i065,i103,chimp,6,East,2016,East__2016,0,366.583333333333,300,2,1507,3590,0,0,F,M,4,FALSE,FALSE
i047,i103,chimp,6,East,2016,East__2016,0,399.066666666667,7560,1,1028,3507,0,3,F,M,4,FALSE,FALSE
i077,i103,chimp,6,East,2016,East__2016,0,400.4,36180,3,1634,3085,5,9,M,M,4,FALSE,FALSE
i115,i103,chimp,6,East,2016,East__2016,0,340.483333333333,2340,1,943,3413,0,0,F,M,4,FALSE,FALSE
i056,i103,chimp,6,East,2016,East__2016,0,309.583333333333,2940,1,1054,3340,0,3,F,M,4,FALSE,FALSE
i100,i103,chimp,6,East,2016,East__2016,0,242.7,0,1,1245,3412,0,0,M,M,4,FALSE,FALSE
i049,i125,chimp,6,East,2016,East__2016,0,359.9,2460,1,1156,3128,0,1,F,M,4,TRUE,TRUE
i112,i125,chimp,6,East,2016,East__2016,0,451.966666666667,11940,7,1650,3222,4,8,M,M,4,TRUE,TRUE
i065,i125,chimp,6,East,2016,East__2016,0,349.3,4260,8,1681,3302,0,2,F,M,4,FALSE,FALSE
i047,i125,chimp,6,East,2016,East__2016,0,381.783333333333,3180,4,1129,3292,0,6,F,M,4,FALSE,FALSE
i077,i125,chimp,6,East,2016,East__2016,0,383.116666666667,5700,6,1512,3093,1,3,M,M,4,TRUE,TRUE
i115,i125,chimp,6,East,2016,East__2016,0,323.2,2220,6,1107,3135,0,1,F,M,4,FALSE,TRUE
i056,i125,chimp,6,East,2016,East__2016,0,292.3,5280,4,1123,3157,1,1,F,M,4,FALSE,TRUE
i100,i125,chimp,6,East,2016,East__2016,0,225.416666666667,480,2,1370,3173,0,0,M,M,4,FALSE,TRUE
i112,i049,chimp,6,East,2016,East__2016,0,361.033333333333,2280,1,872,3104,0,1,M,F,4,TRUE,TRUE
i065,i049,chimp,6,East,2016,East__2016,0,258.366666666667,1860,0,1174,2913,0,2,F,F,4,FALSE,FALSE
i047,i049,chimp,6,East,2016,East__2016,0,290.85,0,0,771,2754,0,0,F,F,4,FALSE,FALSE
i077,i049,chimp,6,East,2016,East__2016,0,292.183333333333,720,0,861,2848,0,0,M,F,4,TRUE,TRUE
i115,i049,chimp,6,East,2016,East__2016,0,232.266666666667,660,0,965,2381,0,0,F,F,4,FALSE,TRUE
i056,i049,chimp,6,East,2016,East__2016,0,201.366666666667,420,0,828,2556,0,2,F,F,4,FALSE,TRUE
i100,i049,chimp,6,East,2016,East__2016,0,134.483333333333,60,0,907,2740,0,0,M,F,4,FALSE,TRUE
i065,i112,chimp,6,East,2016,East__2016,0,350.433333333333,2820,5,1347,3328,0,0,F,M,4,FALSE,FALSE
i047,i112,chimp,6,East,2016,East__2016,0,382.916666666667,240,2,853,3260,0,2,F,M,4,FALSE,FALSE
i077,i112,chimp,6,East,2016,East__2016,0,384.25,3060,1,1254,3043,1,1,M,M,4,TRUE,TRUE
i115,i112,chimp,6,East,2016,East__2016,0,324.333333333333,1920,4,921,3013,0,1,F,M,4,FALSE,TRUE
i056,i112,chimp,6,East,2016,East__2016,0,293.433333333333,3240,0,921,3051,0,0,F,M,4,FALSE,TRUE
i100,i112,chimp,6,East,2016,East__2016,0,226.55,300,1,1163,3072,0,0,M,M,4,FALSE,TRUE
i047,i065,chimp,6,East,2016,East__2016,0,280.25,840,0,1097,3127,0,0,F,F,4,FALSE,FALSE
i077,i065,chimp,6,East,2016,East__2016,0,281.583333333333,3720,5,1310,3098,0,1,M,F,4,FALSE,FALSE
i115,i065,chimp,6,East,2016,East__2016,0,221.666666666667,1200,0,1206,2839,0,1,F,F,4,FALSE,FALSE
i056,i065,chimp,6,East,2016,East__2016,0,190.766666666667,60,1,1192,2891,0,0,F,F,4,FALSE,FALSE
i100,i065,chimp,6,East,2016,East__2016,0,123.883333333333,0,2,1353,2993,0,0,M,F,4,FALSE,FALSE
i077,i047,chimp,6,East,2016,East__2016,0,314.066666666667,2640,6,833,3013,0,1,M,F,4,FALSE,FALSE
i115,i047,chimp,6,East,2016,East__2016,0,254.15,300,1,793,2690,0,0,F,F,4,FALSE,FALSE
i056,i047,chimp,6,East,2016,East__2016,0,223.25,420,0,982,2539,2,3,F,F,4,FALSE,FALSE
i100,i047,chimp,6,East,2016,East__2016,0,156.366666666667,0,1,880,2904,0,0,M,F,4,FALSE,FALSE
i115,i077,chimp,6,East,2016,East__2016,0,255.483333333333,1320,3,824,2843,0,0,F,M,4,FALSE,TRUE
i056,i077,chimp,6,East,2016,East__2016,0,224.583333333333,300,0,912,2793,0,0,F,M,4,FALSE,TRUE
i100,i077,chimp,6,East,2016,East__2016,0,157.7,0,3,1104,2864,0,0,M,M,4,FALSE,TRUE
i056,i115,chimp,6,East,2016,East__2016,0,164.666666666667,1020,0,820,2522,0,0,F,F,4,FALSE,TRUE
i100,i115,chimp,6,East,2016,East__2016,0,97.7833333333333,0,1,931,2674,0,0,M,F,4,FALSE,TRUE
i100,i056,chimp,6,East,2016,East__2016,0,66.8833333333333,0,0,943,2700,0,0,M,F,4,FALSE,TRUE
i116,i093,chimp,6,East,2017,East__2017,0,314.55,480,1,1090,3228,0,1,F,F,4,FALSE,FALSE
i050,i093,chimp,6,East,2017,East__2017,0,399.933333333333,2520,2,1046,3716,0,5,M,F,4,FALSE,FALSE
i088,i093,chimp,6,East,2017,East__2017,0,256,1080,0,963,2778,0,1,F,F,4,FALSE,FALSE
i124,i093,chimp,6,East,2017,East__2017,0,316.466666666667,1380,0,1114,3037,0,0,F,F,4,TRUE,FALSE
i103,i093,chimp,6,East,2017,East__2017,0,379.966666666667,3120,2,1098,4006,0,4,M,F,4,FALSE,FALSE
i125,i093,chimp,6,East,2017,East__2017,0,399.8,2400,5,1167,3547,0,4,M,F,4,FALSE,FALSE
i049,i093,chimp,6,East,2017,East__2017,0,308.233333333333,480,0,1124,3070,0,0,F,F,4,TRUE,FALSE
i112,i093,chimp,6,East,2017,East__2017,0,385.45,11400,4,1181,3707,0,1,M,F,4,FALSE,FALSE
i065,i093,chimp,6,East,2017,East__2017,0,323.833333333333,660,1,1337,3412,1,1,F,F,4,TRUE,FALSE
i047,i093,chimp,6,East,2017,East__2017,0,309.666666666667,2100,1,1711,2420,1,0,F,F,4,FALSE,FALSE
i077,i093,chimp,6,East,2017,East__2017,0,362.5,780,4,1056,3635,0,2,M,F,4,FALSE,FALSE
i115,i093,chimp,6,East,2017,East__2017,0,303.666666666667,1020,1,1080,3102,0,0,F,F,4,TRUE,FALSE
i056,i093,chimp,6,East,2017,East__2017,0,267.866666666667,540,0,1484,2802,1,0,F,F,4,FALSE,FALSE
i053,i093,chimp,6,East,2017,East__2017,0,255.1,540,9,1279,3685,0,0,M,F,4,TRUE,FALSE
i100,i093,chimp,6,East,2017,East__2017,0,174.584166666667,0,4,1222,3232,0,0,M,F,4,FALSE,FALSE
i050,i116,chimp,6,East,2017,East__2017,0,389.916666666667,9600,6,1576,3378,1,7,M,F,4,FALSE,FALSE
i088,i116,chimp,6,East,2017,East__2017,0,245.983333333333,1140,0,842,3091,0,1,F,F,4,FALSE,FALSE
i124,i116,chimp,6,East,2017,East__2017,0,306.45,120,2,1156,3187,0,2,F,F,4,FALSE,FALSE
i103,i116,chimp,6,East,2017,East__2017,0,369.95,2460,5,1531,3765,0,2,M,F,4,FALSE,FALSE
i125,i116,chimp,6,East,2017,East__2017,0,389.783333333333,1860,9,1387,3519,0,3,M,F,4,FALSE,FALSE
i049,i116,chimp,6,East,2017,East__2017,0,298.216666666667,480,1,1199,3187,0,0,F,F,4,FALSE,FALSE
i112,i116,chimp,6,East,2017,East__2017,0,375.433333333333,8700,2,1381,3699,1,4,M,F,4,FALSE,FALSE
i065,i116,chimp,6,East,2017,East__2017,0,313.816666666667,2400,0,1661,3280,0,5,F,F,4,FALSE,FALSE
i047,i116,chimp,6,East,2017,East__2017,0,299.65,0,0,1053,3270,0,1,F,F,4,FALSE,FALSE
i077,i116,chimp,6,East,2017,East__2017,0,352.483333333333,11340,26,1444,3439,0,3,M,F,4,FALSE,FALSE
i115,i116,chimp,6,East,2017,East__2017,0,293.65,2880,0,1177,3197,0,1,F,F,4,FALSE,FALSE
i056,i116,chimp,6,East,2017,East__2017,0,257.85,60,0,1289,3189,1,0,F,F,4,FALSE,FALSE
i053,i116,chimp,6,East,2017,East__2017,0,245.083333333333,600,5,1524,3632,0,0,M,F,4,FALSE,FALSE
i100,i116,chimp,6,East,2017,East__2017,0,164.5675,1320,0,1417,3229,0,0,M,F,4,FALSE,FALSE
i088,i050,chimp,6,East,2017,East__2017,0,331.366666666667,1740,1,935,3442,0,5,F,M,4,FALSE,TRUE
i124,i050,chimp,6,East,2017,East__2017,0,391.833333333333,3060,1,1240,3547,0,1,F,M,4,FALSE,TRUE
i103,i050,chimp,6,East,2017,East__2017,0,455.333333333333,43200,5,2160,3580,3,12,M,M,4,FALSE,FALSE
i125,i050,chimp,6,East,2017,East__2017,0,475.166666666667,14520,8,1700,3650,2,7,M,M,4,FALSE,FALSE
i049,i050,chimp,6,East,2017,East__2017,0,383.6,2640,1,1176,3654,0,0,F,M,4,FALSE,FALSE
i112,i050,chimp,6,East,2017,East__2017,0,460.816666666667,6240,9,1806,3718,1,8,M,M,4,FALSE,FALSE
i065,i050,chimp,6,East,2017,East__2017,0,399.2,5820,3,1558,3827,1,4,F,M,4,FALSE,FALSE
i047,i050,chimp,6,East,2017,East__2017,0,385.033333333333,4980,2,1053,3714,1,5,F,M,4,FALSE,TRUE
i077,i050,chimp,6,East,2017,East__2017,0,437.866666666667,10020,16,1827,3500,3,6,M,M,4,FALSE,FALSE
i115,i050,chimp,6,East,2017,East__2017,0,379.033333333333,6600,1,1218,3600,0,6,F,M,4,FALSE,TRUE
i056,i050,chimp,6,East,2017,East__2017,0,343.233333333333,4620,1,1250,3672,0,2,F,M,4,FALSE,TRUE
i053,i050,chimp,6,East,2017,East__2017,0,330.466666666667,420,9,2021,3579,0,2,M,M,4,FALSE,TRUE
i100,i050,chimp,6,East,2017,East__2017,0,249.950833333333,180,3,1508,3582,0,0,M,M,4,FALSE,FALSE
i124,i088,chimp,6,East,2017,East__2017,0,247.9,0,0,985,2781,0,0,F,F,4,FALSE,TRUE
i103,i088,chimp,6,East,2017,East__2017,0,311.4,0,1,1035,3684,0,0,M,F,4,FALSE,FALSE
i125,i088,chimp,6,East,2017,East__2017,0,331.233333333333,2760,4,989,3340,0,0,M,F,4,FALSE,FALSE
i049,i088,chimp,6,East,2017,East__2017,0,239.666666666667,1080,1,991,2818,0,0,F,F,4,FALSE,FALSE
i112,i088,chimp,6,East,2017,East__2017,0,316.883333333333,2820,1,1050,3453,0,0,M,F,4,FALSE,FALSE
i065,i088,chimp,6,East,2017,East__2017,0,255.266666666667,0,1,1139,3225,0,1,F,F,4,FALSE,FALSE
i047,i088,chimp,6,East,2017,East__2017,0,241.1,360,1,1003,2743,0,0,F,F,4,FALSE,TRUE
i077,i088,chimp,6,East,2017,East__2017,0,293.933333333333,6120,14,1040,3266,0,1,M,F,4,FALSE,FALSE
i115,i088,chimp,6,East,2017,East__2017,0,235.1,600,0,893,2904,0,0,F,F,4,FALSE,TRUE
i056,i088,chimp,6,East,2017,East__2017,0,199.3,180,0,1032,2869,0,0,F,F,4,FALSE,TRUE
i053,i088,chimp,6,East,2017,East__2017,0,186.533333333333,240,0,1098,3481,0,0,M,F,4,FALSE,TRUE
i100,i088,chimp,6,East,2017,East__2017,0,106.0175,0,0,1054,3015,0,0,M,F,4,FALSE,FALSE
i103,i124,chimp,6,East,2017,East__2017,0,371.866666666667,0,5,1337,3792,0,1,M,F,4,FALSE,FALSE
i125,i124,chimp,6,East,2017,East__2017,0,391.7,2040,4,1235,3504,0,2,M,F,4,FALSE,FALSE
i049,i124,chimp,6,East,2017,East__2017,0,300.133333333333,960,2,1246,2973,0,1,F,F,4,TRUE,FALSE
i112,i124,chimp,6,East,2017,East__2017,0,377.35,7200,5,1320,3593,0,1,M,F,4,FALSE,FALSE
i065,i124,chimp,6,East,2017,East__2017,0,315.733333333333,1200,0,1439,3335,0,0,F,F,4,TRUE,FALSE
i047,i124,chimp,6,East,2017,East__2017,0,301.566666666667,780,0,1092,3064,0,0,F,F,4,FALSE,TRUE
i077,i124,chimp,6,East,2017,East__2017,0,354.4,1440,5,1220,3496,0,0,M,F,4,FALSE,FALSE
i115,i124,chimp,6,East,2017,East__2017,0,295.566666666667,1140,2,1198,3009,0,0,F,F,4,TRUE,TRUE
i056,i124,chimp,6,East,2017,East__2017,0,259.766666666667,0,1,1221,3090,0,0,F,F,4,FALSE,TRUE
i053,i124,chimp,6,East,2017,East__2017,0,247,180,4,1390,3599,0,0,M,F,4,TRUE,TRUE
i100,i124,chimp,6,East,2017,East__2017,1,166.484166666667,3060,0,1999,2480,0,2,M,F,4,FALSE,FALSE
i125,i103,chimp,6,East,2017,East__2017,0,455.2,12360,4,1893,3799,3,2,M,M,4,FALSE,FALSE
i049,i103,chimp,6,East,2017,East__2017,0,363.633333333333,0,1,1319,3853,0,0,F,M,4,FALSE,FALSE
i112,i103,chimp,6,East,2017,East__2017,0,440.85,13200,1,2169,3697,3,6,M,M,4,FALSE,FALSE
i065,i103,chimp,6,East,2017,East__2017,0,379.233333333333,1500,5,1666,4061,0,1,F,M,4,FALSE,FALSE
i047,i103,chimp,6,East,2017,East__2017,0,365.066666666667,1560,5,1134,3975,0,0,F,M,4,FALSE,FALSE
i077,i103,chimp,6,East,2017,East__2017,0,417.9,33360,3,2142,3527,4,5,M,M,4,FALSE,FALSE
i115,i103,chimp,6,East,2017,East__2017,0,359.066666666667,420,3,1268,3892,0,0,F,M,4,FALSE,FALSE
