"individual1","individual2","dyadID","food","foraging_group_membership","foraging_help","friendship","sex1","sex2","partners","kin"
"SB114","SB148","SB114_SB148",0,0,0,0,"f","m",0,0
"SB176","SB148","SB148_SB176",0,0,0,0,"m","m",0,0
"SB179","SB148","SB148_SB179",0,0,0,0,"f","m",0,0
"SB178","SB148","SB148_SB178",0,0,0,0,"m","m",0,0
"SB67","SB148","SB148_SB67",0,0,0,0,"f","m",0,0
"SB154","SB148","SB148_SB154",0,0,0,0,"m","m",0,0
"SB68","SB148","SB148_SB68",0,0,0,2,"m","m",0,0
"SB75","SB148","SB148_SB75",0,0,0,0,"f","m",0,0
"SB65","SB148","SB148_SB65",0,0,0,0,"f","m",0,0
"SB74","SB148","SB148_SB74",0,0,0,0,"m","m",0,0
"SB82","SB148","SB148_SB82",0,0,0,0,"m","m",0,0
"SB18","SB148","SB148_SB18",0,0,0,0,"m","m",0,0
"SB124","SB148","SB124_SB148",0,0,0,0,"m","m",0,0
"SB26","SB148","SB148_SB26",0,0,0,0,"m","m",0,0
"SB33","SB148","SB148_SB33",0,0,0,0,"m","m",0,0
"SB1","SB148","SB1_SB148",0,0,0,0,"m","m",0,0
"SB38","SB148","SB148_SB38",0,0,0,0,"m","m",0,0
"SB10","SB148","SB10_SB148",0,0,0,0,"m","m",0,0
"SB102","SB148","SB102_SB148",0,0,0,0,"m","m",0,0
"SB106","SB148","SB106_SB148",0,0,0,0,"m","m",0,0
"SB116","SB148","SB116_SB148",0,0,0,0,"m","m",0,0
"SB88","SB148","SB148_SB88",0,0,0,0,"m","m",0,0
"SB80","SB148","SB148_SB80",0,0,0,0,"f","m",0,0
"SB79","SB148","SB148_SB79",0,0,0,0,"m","m",0,0
"SB152","SB62","SB152_SB62",1,0,1,0,"m","f",0,0.5
"SB143","SB62","SB143_SB62",0,0,0,0,"m","f",0,0
"SB150","SB62","SB150_SB62",0,0,0,0,"f","f",0,0
"SB151","SB62","SB151_SB62",0,0,0,0,"f","f",0,0
"SB158","SB62","SB158_SB62",0,0,0,0,"f","f",0,0
"SB153","SB62","SB153_SB62",0,0,0,0,"f","f",0,0
"SB155","SB62","SB155_SB62",0,0,0,0,"f","f",0,0
"SB163","SB62","SB163_SB62",0,0,0,0,"f","f",0,0
"SB169","SB62","SB169_SB62",0,0,0,0,"f","f",0,0
"SB149","SB62","SB149_SB62",0,0,0,0,"m","f",0,0
"SB157","SB62","SB157_SB62",0,0,0,0,"m","f",0,0
"SB162","SB62","SB162_SB62",0,0,0,0,"m","f",0,0
"SB27","SB62","SB27_SB62",0,0,0,0,"f","f",0,0
"SB2","SB62","SB2_SB62",0,1,0,0,"f","f",0,0
"SB20","SB62","SB20_SB62",0,0,0,0,"f","f",0,0
"SB6","SB62","SB6_SB62",0,0,0,0,"m","f",0,0
"SB47","SB62","SB47_SB62",4,1,3,1,"f","f",0,0
"SB19","SB62","SB19_SB62",0,0,0,0,"m","f",0,0
"SB46","SB62","SB46_SB62",0,0,1,0,"m","f",0,0
"SB61","SB62","SB61_SB62",1,2,1,0,"m","f",1,0
"SB34","SB62","SB34_SB62",2,1,0,0,"f","f",0,0
"SB39","SB62","SB39_SB62",1,0,0,0,"f","f",0,0
"SB7","SB62","SB62_SB7",0,0,0,0,"f","f",0,0
"SB58","SB62","SB58_SB62",3,2,1,0,"f","f",0,0
"SB37","SB62","SB37_SB62",0,0,0,0,"f","f",0,0
"SB53","SB62","SB53_SB62",1,0,0,0,"f","f",0,0
"SB11","SB62","SB11_SB62",0,1,0,0,"f","f",0,0
"SB57","SB62","SB57_SB62",0,2,0,0,"m","f",0,0
"SB146","SB62","SB146_SB62",0,0,0,0,"m","f",0,0
"SB66","SB62","SB62_SB66",0,0,0,0,"m","f",0,0
"SB133","SB62","SB133_SB62",0,0,0,0,"m","f",0,0
"SB52","SB62","SB52_SB62",0,0,0,0,"m","f",0,0
"SB17","SB62","SB17_SB62",0,0,0,0,"f","f",0,0
"SB118","SB62","SB118_SB62",0,0,0,0,"f","f",0,0
"SB114","SB62","SB114_SB62",0,0,0,0,"f","f",0,0
"SB176","SB62","SB176_SB62",0,0,0,0,"m","f",0,0
"SB179","SB62","SB179_SB62",0,0,0,0,"f","f",0,0
"SB178","SB62","SB178_SB62",0,0,0,0,"m","f",0,0
"SB67","SB62","SB62_SB67",0,0,0,0,"f","f",0,0
"SB154","SB62","SB154_SB62",0,0,0,0,"m","f",0,0
"SB68","SB62","SB62_SB68",0,0,0,0,"m","f",0,0
"SB75","SB62","SB62_SB75",0,0,0,0,"f","f",0,0
"SB65","SB62","SB62_SB65",0,0,0,0,"f","f",0,0
"SB74","SB62","SB62_SB74",0,0,0,0,"m","f",0,0
"SB82","SB62","SB62_SB82",0,0,0,0,"m","f",0,0
"SB18","SB62","SB18_SB62",0,0,0,0,"m","f",0,0
"SB124","SB62","SB124_SB62",0,0,0,0,"m","f",0,0
"SB26","SB62","SB26_SB62",0,0,0,0,"m","f",0,0
"SB33","SB62","SB33_SB62",0,0,0,0,"m","f",0,0
"SB1","SB62","SB1_SB62",0,0,0,0,"m","f",0,0
"SB38","SB62","SB38_SB62",0,0,0,0,"m","f",0,0
"SB10","SB62","SB10_SB62",0,0,0,0,"m","f",0,0
"SB102","SB62","SB102_SB62",0,0,0,0,"m","f",0,0
"SB106","SB62","SB106_SB62",0,0,0,0,"m","f",0,0
"SB116","SB62","SB116_SB62",0,0,0,0,"m","f",0,0
"SB88","SB62","SB62_SB88",0,0,0,0,"m","f",0,0
"SB80","SB62","SB62_SB80",0,0,0,0,"f","f",0,0
"SB79","SB62","SB62_SB79",0,0,0,0,"m","f",0,0
"SB143","SB152","SB143_SB152",0,0,0,0,"m","m",0,0
"SB150","SB152","SB150_SB152",0,0,0,0,"f","m",0,0
"SB151","SB152","SB151_SB152",1,0,0,0,"f","m",0,0
"SB158","SB152","SB152_SB158",0,0,0,0,"f","m",0,0
"SB153","SB152","SB152_SB153",2,2,1,0,"f","m",1,0
"SB155","SB152","SB152_SB155",0,2,2,0,"f","m",0,0
"SB163","SB152","SB152_SB163",1,0,0,0,"f","m",0,0
"SB169","SB152","SB152_SB169",1,0,0,0,"f","m",0,0
"SB149","SB152","SB149_SB152",0,0,0,3,"m","m",0,0
"SB157","SB152","SB152_SB157",0,0,0,1,"m","m",0,0
"SB162","SB152","SB152_SB162",0,0,0,0,"m","m",0,0
"SB27","SB152","SB152_SB27",1,0,0,0,"f","m",0,0
"SB2","SB152","SB152_SB2",1,0,0,0,"f","m",0,0
"SB20","SB152","SB152_SB20",0,0,0,0,"f","m",0,0
"SB6","SB152","SB152_SB6",0,0,0,0,"m","m",0,0
"SB47","SB152","SB152_SB47",0,0,0,0,"f","m",0,0
"SB19","SB152","SB152_SB19",0,0,0,0,"m","m",0,0
"SB46","SB152","SB152_SB46",0,0,0,0,"m","m",0,0
"SB61","SB152","SB152_SB61",0,0,0,0,"m","m",0,0
"SB34","SB152","SB152_SB34",0,0,0,0,"f","m",0,0
"SB39","SB152","SB152_SB39",0,0,0,0,"f","m",0,0
"SB7","SB152","SB152_SB7",0,0,0,0,"f","m",0,0
"SB58","SB152","SB152_SB58",0,0,0,0,"f","m",0,0
"SB37","SB152","SB152_SB37",0,0,0,0,"f","m",0,0
"SB53","SB152","SB152_SB53",0,0,0,0,"f","m",0,0
"SB11","SB152","SB11_SB152",0,0,0,0,"f","m",0,0
"SB57","SB152","SB152_SB57",0,0,0,0,"m","m",0,0
"SB146","SB152","SB146_SB152",0,0,0,0,"m","m",0,0
"SB66","SB152","SB152_SB66",0,0,0,0,"m","m",0,0
"SB133","SB152","SB133_SB152",0,0,0,0,"m","m",0,0
"SB52","SB152","SB152_SB52",0,0,0,0,"m","m",0,0
"SB17","SB152","SB152_SB17",0,0,0,0,"f","m",0,0
"SB118","SB152","SB118_SB152",0,0,0,0,"f","m",0,0
"SB114","SB152","SB114_SB152",0,0,0,0,"f","m",0,0
"SB176","SB152","SB152_SB176",0,0,0,0,"m","m",0,0
"SB179","SB152","SB152_SB179",0,0,0,0,"f","m",0,0
"SB178","SB152","SB152_SB178",0,0,0,0,"m","m",0,0
"SB67","SB152","SB152_SB67",0,0,0,0,"f","m",0,0
"SB154","SB152","SB152_SB154",0,0,0,0,"m","m",0,0
"SB68","SB152","SB152_SB68",0,0,0,0,"m","m",0,0
"SB75","SB152","SB152_SB75",0,0,0,0,"f","m",0,0
"SB65","SB152","SB152_SB65",0,0,0,0,"f","m",0,0
"SB74","SB152","SB152_SB74",0,0,0,0,"m","m",0,0
"SB82","SB152","SB152_SB82",0,0,0,0,"m","m",0,0
"SB18","SB152","SB152_SB18",0,0,0,0,"m","m",0,0
"SB124","SB152","SB124_SB152",0,0,0,0,"m","m",0,0
"SB26","SB152","SB152_SB26",0,0,0,0,"m","m",0,0
"SB33","SB152","SB152_SB33",0,0,0,0,"m","m",0,0
"SB1","SB152","SB1_SB152",0,0,0,0,"m","m",0,0
"SB38","SB152","SB152_SB38",0,0,0,0,"m","m",0,0
"SB10","SB152","SB10_SB152",0,0,0,0,"m","m",0,0
"SB102","SB152","SB102_SB152",0,0,0,0,"m","m",0,0
"SB106","SB152","SB106_SB152",0,0,0,0,"m","m",0,0
"SB116","SB152","SB116_SB152",0,0,0,0,"m","m",0,0
"SB88","SB152","SB152_SB88",0,0,0,0,"m","m",0,0
"SB80","SB152","SB152_SB80",0,0,0,0,"f","m",0,0
"SB79","SB152","SB152_SB79",0,0,0,0,"m","m",0,0
"SB150","SB143","SB143_SB150",0,0,0,0,"f","m",0,0
"SB151","SB143","SB143_SB151",0,0,0,0,"f","m",0,0
"SB158","SB143","SB143_SB158",0,0,0,0,"f","m",0,0
"SB153","SB143","SB143_SB153",0,0,0,0,"f","m",0,0
"SB155","SB143","SB143_SB155",0,0,0,0,"f","m",0,0
"SB163","SB143","SB143_SB163",0,0,0,0,"f","m",0,0
"SB169","SB143","SB143_SB169",0,0,0,0,"f","m",0,0
"SB149","SB143","SB143_SB149",0,0,0,0,"m","m",0,0
"SB157","SB143","SB143_SB157",0,0,0,0,"m","m",0,0
"SB162","SB143","SB143_SB162",0,0,0,0,"m","m",0,0
"SB27","SB143","SB143_SB27",0,0,0,0,"f","m",0,0
"SB2","SB143","SB143_SB2",0,0,0,0,"f","m",0,0
"SB20","SB143","SB143_SB20",0,0,0,0,"f","m",0,0
"SB6","SB143","SB143_SB6",0,0,0,0,"m","m",0,0
"SB47","SB143","SB143_SB47",0,0,0,0,"f","m",0,0
"SB19","SB143","SB143_SB19",0,0,0,0,"m","m",0,0
"SB46","SB143","SB143_SB46",0,0,0,0,"m","m",0,0
"SB61","SB143","SB143_SB61",0,0,0,0,"m","m",0,0
"SB34","SB143","SB143_SB34",0,0,0,0,"f","m",0,0
"SB39","SB143","SB143_SB39",0,0,0,0,"f","m",0,0
"SB7","SB143","SB143_SB7",0,0,0,0,"f","m",0,0
"SB58","SB143","SB143_SB58",0,0,0,0,"f","m",0,0
"SB37","SB143","SB143_SB37",0,0,0,0,"f","m",0,0
"SB53","SB143","SB143_SB53",0,0,0,0,"f","m",0,0
"SB11","SB143","SB11_SB143",0,0,0,0,"f","m",0,0
"SB57","SB143","SB143_SB57",0,0,0,0,"m","m",0,0
"SB146","SB143","SB143_SB146",0,0,0,0,"m","m",0,0
"SB66","SB143","SB143_SB66",0,0,0,0,"m","m",0,0
"SB133","SB143","SB133_SB143",0,0,0,0,"m","m",0,0.03125
"SB52","SB143","SB143_SB52",0,0,0,0,"m","m",0,0
"SB17","SB143","SB143_SB17",0,0,0,0,"f","m",0,0
"SB118","SB143","SB118_SB143",0,0,0,0,"f","m",0,0
"SB114","SB143","SB114_SB143",0,0,0,0,"f","m",0,0
"SB176","SB143","SB143_SB176",0,0,0,0,"m","m",0,0
"SB179","SB143","SB143_SB179",0,0,0,0,"f","m",0,0
"SB178","SB143","SB143_SB178",0,0,0,0,"m","m",0,0.015625
"SB67","SB143","SB143_SB67",0,0,0,0,"f","m",0,0
"SB154","SB143","SB143_SB154",0,0,0,2,"m","m",0,0.015625
"SB68","SB143","SB143_SB68",0,0,0,2,"m","m",0,0
"SB75","SB143","SB143_SB75",0,0,0,0,"f","m",0,0
"SB65","SB143","SB143_SB65",0,0,0,0,"f","m",0,0
"SB74","SB143","SB143_SB74",0,0,0,0,"m","m",0,0
"SB82","SB143","SB143_SB82",0,0,0,0,"m","m",0,0
"SB18","SB143","SB143_SB18",0,0,0,0,"m","m",0,0
"SB124","SB143","SB124_SB143",0,0,0,0,"m","m",0,0
"SB26","SB143","SB143_SB26",0,0,0,0,"m","m",0,0
"SB33","SB143","SB143_SB33",0,0,0,0,"m","m",0,0
"SB1","SB143","SB1_SB143",0,0,0,0,"m","m",0,0
"SB38","SB143","SB143_SB38",0,0,0,0,"m","m",0,0
"SB10","SB143","SB10_SB143",0,0,0,0,"m","m",0,0
"SB102","SB143","SB102_SB143",0,0,0,0,"m","m",0,0.0625
"SB106","SB143","SB106_SB143",0,0,0,0,"m","m",0,0
"SB116","SB143","SB116_SB143",0,0,0,0,"m","m",0,0
"SB88","SB143","SB143_SB88",0,0,0,0,"m","m",0,0
"SB80","SB143","SB143_SB80",0,0,0,0,"f","m",0,0
"SB79","SB143","SB143_SB79",0,0,0,0,"m","m",0,0
"SB151","SB150","SB150_SB151",3,4,3,0,"f","f",0,0.25
"SB158","SB150","SB150_SB158",3,0,0,0,"f","f",0,0
"SB153","SB150","SB150_SB153",1,0,0,2,"f","f",0,0.5
"SB155","SB150","SB150_SB155",2,2,1,0,"f","f",0,0.25
"SB163","SB150","SB150_SB163",3,2,0,0,"f","f",0,0
"SB169","SB150","SB150_SB169",3,0,0,0,"f","f",0,0.25
"SB149","SB150","SB149_SB150",1,3,3,0,"m","f",1,0
"SB157","SB150","SB150_SB157",2,2,1,0,"m","f",0,0.25
"SB162","SB150","SB150_SB162",0,0,0,0,"m","f",0,0.25
"SB27","SB150","SB150_SB27",1,0,0,0,"f","f",0,0.25
"SB2","SB150","SB150_SB2",0,0,0,0,"f","f",0,0.25
"SB20","SB150","SB150_SB20",0,0,0,0,"f","f",0,0.03125
"SB6","SB150","SB150_SB6",0,0,0,0,"m","f",0,0
"SB47","SB150","SB150_SB47",0,0,0,0,"f","f",0,0.0625
"SB19","SB150","SB150_SB19",0,0,0,0,"m","f",0,0
"SB46","SB150","SB150_SB46",0,0,0,0,"m","f",0,0
"SB61","SB150","SB150_SB61",0,0,0,0,"m","f",0,0.03125
"SB34","SB150","SB150_SB34",0,0,0,0,"f","f",0,0
"SB39","SB150","SB150_SB39",0,0,0,0,"f","f",0,0
"SB7","SB150","SB150_SB7",0,0,0,0,"f","f",0,0
"SB58","SB150","SB150_SB58",0,0,0,0,"f","f",0,0
"SB37","SB150","SB150_SB37",0,0,0,2,"f","f",0,0.125
"SB53","SB150","SB150_SB53",0,0,0,0,"f","f",0,0
"SB11","SB150","SB11_SB150",0,0,0,0,"f","f",0,0
"SB57","SB150","SB150_SB57",0,0,0,0,"m","f",0,0.125
"SB146","SB150","SB146_SB150",0,0,0,0,"m","f",0,0.0625
"SB66","SB150","SB150_SB66",0,0,0,0,"m","f",0,0.0625
"SB133","SB150","SB133_SB150",0,0,0,0,"m","f",0,0
"SB52","SB150","SB150_SB52",0,0,0,0,"m","f",0,0.0625
"SB17","SB150","SB150_SB17",0,0,0,0,"f","f",0,0
"SB118","SB150","SB118_SB150",0,0,0,0,"f","f",0,0
"SB114","SB150","SB114_SB150",0,0,0,0,"f","f",0,0
"SB176","SB150","SB150_SB176",0,0,0,0,"m","f",0,0
"SB179","SB150","SB150_SB179",0,0,0,0,"f","f",0,0
"SB178","SB150","SB150_SB178",0,0,0,0,"m","f",0,0
"SB67","SB150","SB150_SB67",0,0,0,0,"f","f",0,0
"SB154","SB150","SB150_SB154",0,0,0,0,"m","f",0,0
"SB68","SB150","SB150_SB68",0,0,0,0,"m","f",0,0.03125
"SB75","SB150","SB150_SB75",0,0,0,0,"f","f",0,0
"SB65","SB150","SB150_SB65",0,0,0,0,"f","f",0,0
"SB74","SB150","SB150_SB74",0,0,0,0,"m","f",0,0
"SB82","SB150","SB150_SB82",0,0,0,0,"m","f",0,0.0625
"SB18","SB150","SB150_SB18",0,0,0,0,"m","f",0,0
"SB124","SB150","SB124_SB150",0,0,0,0,"m","f",0,0.25
"SB26","SB150","SB150_SB26",0,0,0,0,"m","f",0,0
"SB33","SB150","SB150_SB33",0,0,0,0,"m","f",0,0.0625
"SB1","SB150","SB1_SB150",0,0,0,0,"m","f",0,0
"SB38","SB150","SB150_SB38",0,0,0,0,"m","f",0,0
"SB10","SB150","SB10_SB150",1,0,0,0,"m","f",0,0
"SB102","SB150","SB102_SB150",0,0,0,0,"m","f",0,0
"SB106","SB150","SB106_SB150",0,0,0,0,"m","f",0,0
"SB116","SB150","SB116_SB150",0,0,0,0,"m","f",0,0
"SB88","SB150","SB150_SB88",0,0,0,0,"m","f",0,0
"SB80","SB150","SB150_SB80",0,0,0,0,"f","f",0,0
"SB79","SB150","SB150_SB79",0,0,0,0,"m","f",0,0
"SB158","SB151","SB151_SB158",3,1,0,2,"f","f",0,0
"SB153","SB151","SB151_SB153",1,0,0,0,"f","f",0,0.125
"SB155","SB151","SB151_SB155",3,2,0,4,"f","f",0,0.0625
"SB163","SB151","SB151_SB163",1,0,0,1,"f","f",0,0
"SB169","SB151","SB151_SB169",1,1,0,2,"f","f",0,0.0625
"SB149","SB151","SB149_SB151",2,0,1,0,"m","f",0,0
"SB157","SB151","SB151_SB157",0,0,0,0,"m","f",0,0.0625
"SB162","SB151","SB151_SB162",0,0,0,0,"m","f",0,0.0625
"SB27","SB151","SB151_SB27",0,1,0,3,"f","f",0,0.0625
"SB2","SB151","SB151_SB2",0,0,0,2,"f","f",0,0.0625
"SB20","SB151","SB151_SB20",0,0,0,0,"f","f",0,0.0078125
"SB6","SB151","SB151_SB6",0,0,0,0,"m","f",0,0
"SB47","SB151","SB151_SB47",0,0,0,0,"f","f",0,0.015625
"SB19","SB151","SB151_SB19",0,0,0,0,"m","f",0,0
"SB46","SB151","SB151_SB46",0,0,0,0,"m","f",0,0
"SB61","SB151","SB151_SB61",0,0,0,0,"m","f",0,0.0078125
"SB34","SB151","SB151_SB34",0,0,0,0,"f","f",0,0
"SB39","SB151","SB151_SB39",0,0,0,0,"f","f",0,0
"SB7","SB151","SB151_SB7",0,0,0,0,"f","f",0,0
"SB58","SB151","SB151_SB58",0,0,0,0,"f","f",0,0
"SB37","SB151","SB151_SB37",0,0,0,0,"f","f",0,0.03125
"SB53","SB151","SB151_SB53",0,0,0,0,"f","f",0,0
"SB11","SB151","SB11_SB151",0,0,0,0,"f","f",0,0
"SB57","SB151","SB151_SB57",0,0,0,0,"m","f",0,0.03125
"SB146","SB151","SB146_SB151",0,0,0,0,"m","f",0,0.015625
"SB66","SB151","SB151_SB66",0,0,0,0,"m","f",0,0.015625
"SB133","SB151","SB133_SB151",0,0,0,0,"m","f",0,0
"SB52","SB151","SB151_SB52",0,0,0,0,"m","f",0,0.015625
"SB17","SB151","SB151_SB17",0,0,0,0,"f","f",0,0
"SB118","SB151","SB118_SB151",0,0,0,0,"f","f",0,0
"SB114","SB151","SB114_SB151",0,0,0,0,"f","f",0,0
"SB176","SB151","SB151_SB176",0,0,0,0,"m","f",0,0
"SB179","SB151","SB151_SB179",0,0,0,0,"f","f",0,0
"SB178","SB151","SB151_SB178",0,0,0,0,"m","f",0,0
"SB67","SB151","SB151_SB67",0,0,0,0,"f","f",0,0
"SB154","SB151","SB151_SB154",0,0,0,0,"m","f",0,0
"SB68","SB151","SB151_SB68",0,0,0,0,"m","f",0,0.0078125
"SB75","SB151","SB151_SB75",0,0,0,0,"f","f",0,0
"SB65","SB151","SB151_SB65",0,0,0,0,"f","f",0,0
"SB74","SB151","SB151_SB74",0,0,0,0,"m","f",0,0
"SB82","SB151","SB151_SB82",0,0,0,0,"m","f",0,0.015625
"SB18","SB151","SB151_SB18",0,0,0,0,"m","f",0,0
"SB124","SB151","SB124_SB151",0,0,0,0,"m","f",0,0.0625
"SB26","SB151","SB151_SB26",0,0,0,0,"m","f",0,0
"SB33","SB151","SB151_SB33",0,0,0,0,"m","f",0,0.015625
"SB1","SB151","SB1_SB151",0,0,0,0,"m","f",0,0
"SB38","SB151","SB151_SB38",0,0,0,0,"m","f",0,0
"SB10","SB151","SB10_SB151",1,0,0,0,"m","f",0,0
"SB102","SB151","SB102_SB151",0,0,0,0,"m","f",0,0
"SB106","SB151","SB106_SB151",0,0,0,0,"m","f",0,0
"SB116","SB151","SB116_SB151",0,0,0,0,"m","f",0,0
"SB88","SB151","SB151_SB88",0,0,0,0,"m","f",0,0
"SB80","SB151","SB151_SB80",0,0,0,0,"f","f",0,0
"SB79","SB151","SB151_SB79",0,0,0,0,"m","f",0,0
"SB153","SB158","SB153_SB158",2,0,0,1,"f","f",0,0
"SB155","SB158","SB155_SB158",3,2,1,4,"f","f",0,0
"SB163","SB158","SB158_SB163",3,2,0,3,"f","f",0,0
"SB169","SB158","SB158_SB169",2,1,1,1,"f","f",0,0
"SB149","SB158","SB149_SB158",1,0,0,0,"m","f",0,0
"SB157","SB158","SB157_SB158",3,2,0,0,"m","f",1,0
"SB162","SB158","SB158_SB162",0,0,0,0,"m","f",0,0
"SB27","SB158","SB158_SB27",0,0,0,2,"f","f",0,0
"SB2","SB158","SB158_SB2",0,0,0,1,"f","f",0,0
"SB20","SB158","SB158_SB20",0,0,0,0,"f","f",0,0
"SB6","SB158","SB158_SB6",0,0,0,0,"m","f",0,0
"SB47","SB158","SB158_SB47",0,0,0,0,"f","f",0,0
"SB19","SB158","SB158_SB19",0,0,0,0,"m","f",0,0
"SB46","SB158","SB158_SB46",0,0,0,0,"m","f",0,0
"SB61","SB158","SB158_SB61",0,0,0,0,"m","f",0,0
"SB34","SB158","SB158_SB34",0,0,0,0,"f","f",0,0
"SB39","SB158","SB158_SB39",0,0,0,0,"f","f",0,0
"SB7","SB158","SB158_SB7",0,0,0,0,"f","f",0,0
"SB58","SB158","SB158_SB58",0,0,0,0,"f","f",0,0
"SB37","SB158","SB158_SB37",0,0,0,0,"f","f",0,0
"SB53","SB158","SB158_SB53",0,0,0,0,"f","f",0,0
"SB11","SB158","SB11_SB158",0,0,0,0,"f","f",0,0
"SB57","SB158","SB158_SB57",0,0,0,0,"m","f",0,0
"SB146","SB158","SB146_SB158",0,0,0,0,"m","f",0,0
"SB66","SB158","SB158_SB66",0,0,0,0,"m","f",0,0
"SB133","SB158","SB133_SB158",0,0,0,0,"m","f",0,0
"SB52","SB158","SB158_SB52",0,0,0,0,"m","f",0,0
"SB17","SB158","SB158_SB17",0,0,0,0,"f","f",0,0
"SB118","SB158","SB118_SB158",0,0,0,0,"f","f",0,0
"SB114","SB158","SB114_SB158",0,0,0,0,"f","f",0,0
"SB176","SB158","SB158_SB176",0,0,0,0,"m","f",0,0
"SB179","SB158","SB158_SB179",0,0,0,0,"f","f",0,0
"SB178","SB158","SB158_SB178",0,0,0,0,"m","f",0,0
"SB67","SB158","SB158_SB67",4,0,0,2,"f","f",0,0
"SB154","SB158","SB154_SB158",0,0,0,0,"m","f",0,0
"SB68","SB158","SB158_SB68",0,0,0,0,"m","f",0,0
"SB75","SB158","SB158_SB75",0,0,0,0,"f","f",0,0
"SB65","SB158","SB158_SB65",0,0,0,0,"f","f",0,0
"SB74","SB158","SB158_SB74",0,0,0,0,"m","f",0,0
"SB82","SB158","SB158_SB82",0,0,0,0,"m","f",0,0
"SB18","SB158","SB158_SB18",0,0,0,0,"m","f",0,0
"SB124","SB158","SB124_SB158",0,0,0,0,"m","f",0,0
"SB26","SB158","SB158_SB26",0,0,0,0,"m","f",0,0
"SB33","SB158","SB158_SB33",0,0,0,0,"m","f",0,0
"SB1","SB158","SB1_SB158",0,0,0,0,"m","f",0,0
"SB38","SB158","SB158_SB38",0,0,0,0,"m","f",0,0
"SB10","SB158","SB10_SB158",0,0,0,0,"m","f",0,0
"SB102","SB158","SB102_SB158",0,0,0,0,"m","f",0,0
"SB106","SB158","SB106_SB158",0,0,0,0,"m","f",0,0
"SB116","SB158","SB116_SB158",0,0,0,0,"m","f",0,0
"SB88","SB158","SB158_SB88",0,0,0,0,"m","f",0,0
"SB80","SB158","SB158_SB80",0,0,0,0,"f","f",0,0
"SB79","SB158","SB158_SB79",0,0,0,0,"m","f",0,0
"SB155","SB153","SB153_SB155",2,2,2,0,"f","f",0,0.5
"SB163","SB153","SB153_SB163",3,0,0,0,"f","f",0,0
"SB169","SB153","SB153_SB169",2,0,0,0,"f","f",0,0.5
"SB149","SB153","SB149_SB153",1,0,0,0,"m","f",0,0
"SB157","SB153","SB153_SB157",2,2,1,0,"m","f",0,0.5
"SB162","SB153","SB153_SB162",0,0,0,0,"m","f",0,0.5
"SB27","SB153","SB153_SB27",0,0,0,0,"f","f",0,0.5
"SB2","SB153","SB153_SB2",0,0,0,0,"f","f",0,0.5
"SB20","SB153","SB153_SB20",0,0,0,0,"f","f",0,0.03125
"SB6","SB153","SB153_SB6",0,0,0,0,"m","f",0,0
"SB47","SB153","SB153_SB47",0,0,0,0,"f","f",0,0.0625
"SB19","SB153","SB153_SB19",0,0,0,0,"m","f",0,0
"SB46","SB153","SB153_SB46",0,0,0,0,"m","f",0,0
"SB61","SB153","SB153_SB61",0,0,0,0,"m","f",0,0.03125
"SB34","SB153","SB153_SB34",0,0,0,0,"f","f",0,0
"SB39","SB153","SB153_SB39",0,0,0,0,"f","f",0,0
"SB7","SB153","SB153_SB7",0,0,0,0,"f","f",0,0
"SB58","SB153","SB153_SB58",0,0,0,0,"f","f",0,0
"SB37","SB153","SB153_SB37",0,0,0,1,"f","f",0,0.125
"SB53","SB153","SB153_SB53",0,0,0,0,"f","f",0,0
"SB11","SB153","SB11_SB153",0,0,0,0,"f","f",0,0
"SB57","SB153","SB153_SB57",0,0,0,0,"m","f",0,0.125
"SB146","SB153","SB146_SB153",0,0,0,0,"m","f",0,0.0625
"SB66","SB153","SB153_SB66",0,0,0,0,"m","f",0,0.0625
"SB133","SB153","SB133_SB153",0,0,0,0,"m","f",0,0
"SB52","SB153","SB153_SB52",0,0,0,0,"m","f",0,0.0625
"SB17","SB153","SB153_SB17",0,0,0,0,"f","f",0,0
"SB118","SB153","SB118_SB153",0,0,0,0,"f","f",0,0
"SB114","SB153","SB114_SB153",0,0,0,0,"f","f",0,0
"SB176","SB153","SB153_SB176",0,0,0,0,"m","f",0,0
"SB179","SB153","SB153_SB179",0,0,0,0,"f","f",0,0
"SB178","SB153","SB153_SB178",0,0,0,0,"m","f",0,0
"SB67","SB153","SB153_SB67",0,0,0,0,"f","f",0,0
"SB154","SB153","SB153_SB154",0,0,0,0,"m","f",0,0
"SB68","SB153","SB153_SB68",0,0,0,0,"m","f",0,0.03125
"SB75","SB153","SB153_SB75",0,0,0,0,"f","f",0,0
"SB65","SB153","SB153_SB65",0,0,0,0,"f","f",0,0
"SB74","SB153","SB153_SB74",0,0,0,0,"m","f",0,0
"SB82","SB153","SB153_SB82",0,0,0,0,"m","f",0,0.0625
"SB18","SB153","SB153_SB18",0,0,0,0,"m","f",0,0
"SB124","SB153","SB124_SB153",0,0,0,0,"m","f",0,0.25
"SB26","SB153","SB153_SB26",0,0,0,0,"m","f",0,0
"SB33","SB153","SB153_SB33",0,0,0,0,"m","f",0,0.0625
"SB1","SB153","SB1_SB153",0,0,0,0,"m","f",0,0
"SB38","SB153","SB153_SB38",0,0,0,0,"m","f",0,0
"SB10","SB153","SB10_SB153",1,0,0,0,"m","f",0,0
"SB102","SB153","SB102_SB153",0,0,0,0,"m","f",0,0
"SB106","SB153","SB106_SB153",0,0,0,0,"m","f",0,0
